fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2019-2020,1339,Client Service Centre (CSC),Centre de services à la clientèle,1335,Requests are completed < 1 day.,Les demandes sont traitées en moins d’une journée.,,,time,percentage,70,6641,10380,64.0,,tel,,,The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (63.98%=actuals). The number shown is the approximate value for the percentage reported. Same day resolution results have been impacted by the introduction of 3 programs in associated to Covid-19 as well as other Covid related influencers from mid-March 2019 and well into 2020.,Insert French,,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1339,Client Service Centre (CSC),Centre de services à la clientèle,1342,Percentage of calls completed,Pourcentage d’appels téléphoniques complétés.,,,acces,percentage,95,9965,10380,96.0,,tel,,,,,,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1339,Client Service Centre (CSC),Centre de services à la clientèle,1334,"Grade of service:
percentage of phone calls answered with 30 seconds.","Niveau de service : 
pourcentage d’appels téléphoniques répondus dans un intervalle de 30 secondes.",,,acces,percentage,80,9705,10380,93.0,,tel,,,93.5% of calls were answered within 30 seconds,"93,5 % des appels reçoivent une réponse dans les 30 secondes.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1339,Client Service Centre (CSC),Centre de services à la clientèle,1337,"Compliance to script adherence:

Adherence to prescribed workflows and scripts through QA and QC measures available in MS Dynamics, correlated with direct observation via call recordings","Conformité de l’adhérence au scenario:

Adhérence au flux de travail et aux scénarios prévus grâce aux mesures d’assurance de la qualité (AQ) et de contrôle de la qualité (CQ) disponibles dans l’outil Microsoft Dynamics, corrélée par une observation directe des enregistrements d’appels.",,,accur,percentage,0,9342,10380,90.0,,tel,,,"No target was in use during 2019-20, but best practice would be to strive for 90% or more. 

The number provided for Annual Business Volume Satisfying Standard corresponds to 90% compliance obtained on a random sampling of 5 calls per agent per month. 

Best practice Quality Assurance/Quality Control methodology.","Aucun objectif n'a été fixé pour 2019-2020, mais la pratique exemplaire serait de viser 90 % ou plus.

Le nombre indiqué pour la norme annuelle de satisfaction du volume d'affaires correspond à un taux de conformité de 90 % obtenu sur un échantillon aléatoire de 5 appels par agent par mois. 

Pratiques exemplaires et méthode en matière d’assurance de la qualité et de contrôle de la qualité.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1339,Client Service Centre (CSC),Centre de services à la clientèle,2552,"Compliance to script adherence

Adherence to prescribed workflows and scripts through QA and QC measures available in MS Dynamics, correlated with direct observation via call recordings","Conformité de l’adhérence au scénario

Adhérence au flux de travail et aux scénarios prévus grâce aux mesures d’assurance de la qualité (AQ) et de contrôle de la qualité (CQ) disponibles dans l’outil Microsoft Dynamics, corrélée par une observation directe des enregistrements d’appels.",,,accur,percentage,0,15654,17393,90.0,,eml,,,"Service standard is administred through the phone and through email

No target was in use during 2019-20, but best practice would be to strive for 90% or more. 

The number provided for Annual Business Volume Satisfying Standard corresponds to 90% compliance obtained on a random sampling of 5 calls per agent per month. 

Best practice Quality Assurance/Quality Control methodology.",Insert French,,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1547,National Science Library,Bibliothèque scientifique nationale,1541,Library services have a service standard for availability of online resources (percentage of time that online library systems will be available for public use).,Les services de bibliothèque ont établi une norme de service concernant la disponibilité des ressources en ligne (pourcentage de temps pendant lequel les systèmes de bibliothèque en ligne seront mis à la disposition du grand public).,,,acces,percentage,99,124258,125513,99.0,,onl,,,"The 99% is based on the general concept of ""medium"" system availability, rather than on a transaction by transaction basis. Library services does not log-down time in detail. Business volume is measured as website hits measured through Google analytics.","La proportion de 99 % repose sur le concept général d’une disponibilité « moyenne » du système, plutôt que sur la base des transactions individuelles. Les services de bibliothèque ne consignent pas en détail les données concernant les délais. Le volume d'activité est mesuré par le nombre de visites de sites Web mesuré à l'aide de Google Analytics.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1549,Federal Science Library,Bibliothèque scientifique federale,1544,"FSL Operations uses a service desk model to ensure that leads in FSL departments have a single-point of contact for raising incident tickets, service tickets and change requests. The standard is that FSL needs to acknowledge emails within 1 day.","Le service des opérations de la BSF applique un modèle de centre de services pour s’assurer que les responsables des ministères partenaires de la BSF disposent d’un guichet unique pour signaler les incidents, les demandes de service et les demandes de modifications. Cette norme stipule que la BSF doit accuser réception des courriels dans les 24 heures.",,,time,percentage,97,579,579,100.0,,oth,"The service is standard is administered through the following channels: 
•Telephone 
•In-person
•Email","La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• courriel.",,,,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1554,Canada's Official Time,Heure officielle du Canada,1551,Clients should have 24 hour access to an accurate time signal.,Les clients devraient avoir un accès 24 heures sur 24 à un signal horaire précis.,,,acces,percentage,100,1,1,100.0,,oth,"The service is standard is administered through the following channels: 
•Telephone 
•Online
•Email","La norme de service est administrée par les voies suivantes :
• téléphone; 
• en ligne
• courriel.",,,,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1554,Canada's Official Time,Heure officielle du Canada,1552,Clients have access to an accurate time signal within the specified performance uncertainties.,Les clients ont accès à un signal horaire précis à l’intérieur des incertitudes de rendement établies.,,,accur,percentage,100,1,1,100.0,,oth,"The service is standard is administered through the following channels: 
•Telephone 
•Online
•Email","La norme de service est administrée par les voies suivantes :
• téléphone; 
• en ligne
• courriel.",,,,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1555,Instrument Calibration Services,Services d'étalonnage d'instruments,2972,Calibrations are performed under the scope of the ISO/IEC 17025-compliant Quality Management System.,Les étalonnages sont effectués conformément à la norme ISO/IEC 17025 dans le cadre du système de gestion de la qualité.,,,accur,percentage,0,0,350,0.0,,eml,,,"No target has been set for FY19-20 as there is no way currently to track on time delivery of these services.

Specification of measurement uncertainty in calibration reports is a standard requirement under NRC's instrument calibration policies.

The service is standard is administered through the following channels: 
•Telephone 
•In-person
•Email","Aucun objectif n'a été fixé pour 2019-2020, car il n'existe actuellement aucun moyen de suivre la fourniture de ces services dans les délais. 

La spécification de l'incertitude de la mesure est une norme des politiques des services d'étalonnage d'instruments du CNRC. 

La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• courriel.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1556,Calibration laboratory assessment service,Service d'évaluation des laboratoires d'étalonnage,1555,We aim to provide clients with the final results of the calibration laboratory assessment within 1 week of having provided the draft report at the end of the site visit. Final reports include a decision on whether labs are eligible for accreditation through SCC based on CLAS eligibility criteria.,Notre objectif est de fournir aux clients les résultats finaux de l'évaluation du laboratoire d'étalonnage dans un délai d'une semaine après avoir fourni le projet de rapport à la fin de la visite du site. Les rapports finaux comprennent une décision sur l'admissibilité des laboratoires à l'accréditation par le CCN reposant sur les critères d'admissibilité du CLAS.,,,time,percentage,0,18,23,78.0,,oth,"The service is standard is administered through the following channels: 
•Telephone 
•In-person
•Email","La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• en ligne.","No performance target is established.  Performance targets are dependent on the client successfully implementing the accreditation requirements. For the 41 laboratories accredited, 23 on-site assessments were completed in 2019-20; 1 laboratory voluntarily withdraw from the program; and 1 laboratory is newly accredited.","Aucun objectif de performance n'est établi.  Les objectifs de performance dépendent de la réussite de la mise en œuvre des exigences d'accréditation par le client. Pour les 41 laboratoires accrédités, 23 évaluations ont été réalisées en 2019-2020, 1 laboratoire s'est retiré volontairement du programme et 1 laboratoire est nouvellement accrédité.

La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• en ligne.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1558,IRAP Advisory Services to Firms,Services-conseils du PARI aux entreprises,1558,IRAP delivers advisory services that funded clients would recommend to their professional network,Le PARI offre des services consultatifs que les clients financés  recommanderaient à leur réseau professionnel,https://nrc.canada.ca/en/support-technology-innovation/nrc-irap-service-standards,https://nrc.canada.ca/fr/soutien-linnovation-technologique/normes-service-pari-cnrc,oth,percentage,70,1719,1931,89.0,2018-2019,oth,"Speaks to the quality of the service and client satisfaction. The service is standard is administered through the following channels: 
•Telephone 
•In-person
•Email","La qualité du service et la satisfaction de la clientele. La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• courriel.","SERVICE STANDARD IN DEVELOPMENT: IRAP uses Net Promoter Score Methodology where a score above 50% is considered Excellent and above 70% Exceptional. Clients receiving the advisory services are asked about likelihood to recommnd a service as part of the Post Project Report

The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (89%). The number shown is the approximate value for the percentage reported.","EN COURS D'ÉLABORATION: Le PARI utilise la méthode du taux de recommandation net lorsqu'une note supérieure à 50 % est considérée comme excellente et supérieure à 70 % comme exceptionnelle.

Le volume d'activité annuel satisfaisant la norme de service a été enregistrée par le service sous forme de pourcentage (89%). Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1558,IRAP Advisory Services to Firms,Services-conseils du PARI aux entreprises,2165,"IRAP identifies and addresses the needs of funded clients, providing the highest-quality services in a courteous and professional way.","Le PARI détermine les besoins des clients financés et y répond en toute confidentialité, en fournissant des services de la plus haute qualité de façon courtoise et professionnelle.",https://nrc.canada.ca/en/support-technology-innovation/nrc-irap-service-standards,https://nrc.canada.ca/fr/soutien-linnovation-technologique/normes-service-pari-cnrc,oth,percentage,100,1871,1931,97.0,2018-2019,oth,"The quality of the service and professionalism of staff. The service is standard is administered through the following channels: 
•Telephone 
•In-person
•Online","Qualite de service et professionalisme du personnel. La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• en ligne.","SERVICE STANDARD IN DEVELOPMENT: IRAP gather information from  all funded clients regarding the staff professionalism and knowledge. This metric will be further revised to specifically reflect the quality of advisory services provided to funded clients. 

Total Annual Business Volume represents the total number of funded firms who started new projects in a given fiscal year (includes  NRC IRAP support to firms for technology innovation projects and for the youth employment program) .

The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (97%). The number shown is the approximate value for the percentage reported.

Total Annual Business Volume represents the total number of funded firms who started new projects in a given fiscal year (includes  NRC IRAP support to firms for technology innovation projects and for the youth employment program) .

The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (97%). The number shown is the approximate value for the percentage reported.","EN COURS D'ÉLABORATION : Le PARI  collecte information par clients financés sur le professionnalisme et les connaissances du personnel consultatif. Cette mesure sera modifiée à l'avenir  de refléter plus précisément la qualité des services consultatifs fournis aux clients financés. 

Le volume totale annuel d'activités représente le nombre total d'entreprises financées qui ont lancé de nouveaux projetsau cours d'un exercice financier particulier  (comprend le support  aux entreprises du PARI CNRC pour les projets d'innovation technologique et pour le programme emploi jeunesse). 

Le volume d'activité annuel satisfaisant la norme de service a été enregistrée par le service sous forme de pourcentage (97%). Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1560,IRAP Advisory Services through Contributions to Organizations,Services-conseils du PARI - contributions aux organismes,1562,IRAP partner organizations deliver advisory services clients would recommend to their professional network,Les organismes partenaires du PARI offrent des services consultatifs que les clients recommanderaient à leur réseau professionnel.,https://nrc.canada.ca/en/support-technology-innovation/nrc-irap-service-standards,https://nrc.canada.ca/fr/soutien-linnovation-technologique/normes-service-pari-cnrc,oth,percentage,70,347,578,60.0,2018-2019,oth,"Speaks to the quality of the service and client satisfaction. The service is standard is administered through the following channels: 
•Telephone 
•In-person
•Email","La qualité du service et la satisfaction de la clientele. La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• courriel","SERVICE STANDARD IN DEVELOPMENT: IRAP uses Net Promoter Score Methodology where a score above 50% is considered Excellent and above 70% Exceptional. Clients receiving the service are asked about likelihood to recommend a service as part of the Post Service Assessment.

Post Service Assessment is sent to clients who have received a service from an organization in a given FY. Some of those clients may receive multiple assessment requests if they have worked with more than one organization, but they are counted only once in the Business Volume number

The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (60%). The number shown is the approximate value for the percentage reported.","EN COURS D'ÉLABORATION : Le PARI utilise la méthode du taux de recommandation net, selon laquelle une note supérieure à 50 % est considérée comme excellente et supérieure à 70 % comme exceptionnelle. On demande aux clients qui reçoivent le service s'ils sont susceptibles de recommander un service dans le cadre de l'évaluation postservice.

L'évaluation après le service est envoyée à clients qui ont reçu un service d'une organisation au cours d'une année financière donnée. Certains de ces clients peuvent recevoir plusieurs demandes d'évaluation s'ils ont travaillé avec plus d'une organisation, mais ils ne sont comptés qu'une seule fois dans le numéro du volume d'activités.

Le volume d'activité annuel satisfaisant la norme de service a été enregistrée par le service sous forme de pourcentage (60%). Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1553,Codes Canada,Codes Canada,1549,Hard copy versions of codes are delivered within 14 days.,Versions imprimées des codes livrées dans un délai 14 jours.,,,time,percentage,100,12131,12506,97.0,,oth,"The channel over which this standard is administered is shipping. Requests for shipping can be submitted through the following channels:
•Telephone 
•In-person
•Email 
•Mail
•Fax","La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• courriel;
• courrier;
• fax.","The service is usually completed (97%of the time) within 14 days time, but can take longer if Distribution is out of stock or if there are any delivery delays or complications. For that reason, the estimated time of delivery communicated to clients is of 4 to 6 weeks.","En règle générale (dans 97 % des cas), le service est effectué dans un délai de 14 jours, mais il pourrait arriver que ce délai ne soit pas respecté si la distribution est en rupture de stock ou s’il y a des retards ou des complications avec la livraison. Pour cette raison, le délai de livraison estimé communiqué aux clients est de 4 à 6 semaines.",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,1553,Codes Canada,Codes Canada,1550,Electronic versions of codes  are accessible within 2 hours after a client submits their order.,Les versions électroniques sont accessibles dans les 2 heures suivant la commande du client.,,,time,percentage,0,0,113316,0.0,,onl,,,"There was no target for 2019-20.

Regarding the 2h delay for granting access to electronic versions of our publications:
Up until Sept. 2019, the delay was 24-48h due to the billing process not being automated. This issue was resolved then, and we are now able to provide access to the electronic versions within two hours, most of the time. Because this change occurred late in the year and requires another level of detail in our reports, we don't have the statistics showing how many users were given access to their products within 2 hours. We are hoping to have that level of detail in our reports by the end of this FY.

* Please note that the delay indicated on our website is 24-48h and will remain as such until we are able to track delays appropriately.
The following comment also applies to paper copies of the Codes:
The total number of orders processed was 125,763, both via the virtual store & manually from Publication Sales. Of these, 12,506  orders were for paper copies delivered to the clients (of which there were 58 exchanges or refunds) and 113,316  were electronic format orders (of which there were 12 exchanges or returns).","Il n'y avait pas d'objectif pour 2019-20. 

En ce qui concerne le délai de 2 h permettant aux utilisateurs d'accéder aux versions électroniques de nos publications:
Jusqu'en septembre 2019, le délai était de 24-28 h, en raison du fait que le processus de facturation n'était pas automatisé. Ce problème a été résolu et depuis, le délai de 2 h a été respecté dans la plupart des cas. Ce changement s'étant opéré tard dans l'année et nécessitant l'inclusion de détails supplémentaires dans nos rapports, nous n'avons pas de statistiques montrant le nombre d'utilisateurs ayant obtenu l'accès à leur publication électronique dans un délai de deux heures. Nous espérons être en mesure d'inclure ce niveau de détail dans nos rapports d'ici la fin de l'exercice financier en cours.

* Veuillez noter que le délai annoncé sur notre page Web est de 24-48 h, et demeurera ainsi jusqu'à ce que nous soyons en mesure de faire le suivi des délais de manière appropriée.
Le commentaire ci-après s'applique également aux versions imprimées des codes:
Le nombre total de commandes traitées, soit manuellement ou par l'entremise du magasin virtuel, s'élève à 125 763, dont 12 506 commandes visaient les versions imprimées des codes livrées aux clients (pour lesquelles 58 échanges ou remboursements ont été effectués), et 113 316 commandes visaient les codes en format électronique (pour lesquels 12 échanges ou remboursements ont été effectués).",,,National Research Council Canada,Conseil national de recherches Canada
2019-2020,730,Public Service Occupational Health Program: Occupational Health Evaluations,Programme de santé au travail de la fonction publique: Évaluations de la santé au travail,575,"Provide a written recommendation to the employer about whether the employee meets the medical requirements for the position or suitability to live at post  within the established timeframe (1-6 weeks, depending on the type of evaluation) from when PSOHP receives all information.","Le PSTFP s'efforce de fournir une recommandation écrite à l'employeur indiquant si l'employé répond aux exigences médicales du travail (évaluations avant l’embauche et périodique)
ou s'il est apte à vivre au poste (évaluations associées aux affectation) dans le délai établi (1 à 6 semaines, selon le type d’évaluation) à partir du moment où le PSTFP reçoit toutes les informations requises.",,,time,percentage,85,11002,11890,93.0,,tel,,,,,,,Health Canada,Santé Canada
2019-2020,730,Public Service Occupational Health Program: Occupational Health Evaluations,Programme de santé au travail de la fonction publique: Évaluations de la santé au travail,576,"Provide a written recommendation to the employer about whether the employee meets the medical requirements for the position or suitability to live at post within the established timeframe (1-6 weeks, depending on the type of evaluation) from when PSOHP receives all information.","Le PSTFP s'efforce de fournir une recommandation écrite à l'employeur indiquant si l'employé répond aux exigences médicales du travail (évaluations avant l’embauche et périodique)
ou s'il est apte à vivre au poste (évaluations associées aux affectation) dans le délai établi (1 à 6 semaines, selon le type d’évaluation) à partir du moment où le PSTFP reçoit toutes les informations requises.",,,time,percentage,85,11002,11890,93.0,,person,,,,,,,Health Canada,Santé Canada
2019-2020,730,Public Service Occupational Health Program: Occupational Health Evaluations,Programme de santé au travail de la fonction publique: Évaluations de la santé au travail,577,"Provide a written recommendation to the employer about whether the employee meets the medical requirements for the position or suitability to live at post within the established timeframe (1-6 weeks, depending on the type of evaluation) from when PSOHP receives all information.","Le PSTFP s'efforce de fournir une recommandation écrite à l'employeur indiquant si l'employé répond aux exigences médicales du travail (évaluations avant l’embauche et périodique)
ou s'il est apte à vivre au poste (évaluations associées aux affectation) dans le délai établi (1 à 6 semaines, selon le type d’évaluation) à partir du moment où le PSTFP reçoit toutes les informations requises.",,,time,percentage,85,11002,11890,93.0,,onl,,,,,,,Health Canada,Santé Canada
2019-2020,730,Public Service Occupational Health Program: Occupational Health Evaluations,Programme de santé au travail de la fonction publique: Évaluations de la santé au travail,578,"Provide a written recommendation to the employer about whether the employee meets the medical requirements for the position or suitability to live at post within the established timeframe (1-6 weeks, depending on the type of evaluation) from when PSOHP receives all information.","Le PSTFP s'efforce de fournir une recommandation écrite à l'employeur indiquant si l'employé répond aux exigences médicales du travail (évaluations avant l’embauche et périodique)
ou s'il est apte à vivre au poste (évaluations associées aux affectation) dans le délai établi (1 à 6 semaines, selon le type d’évaluation) à partir du moment où le PSTFP reçoit toutes les informations requises.",,,time,percentage,85,11002,11890,93.0,,oth,"Fax, Mail","Fax, la poste",,,,,Health Canada,Santé Canada
2019-2020,732,Public Service Occupational Health Program: Communicable Disease Prevention and Advice,Programme de santé au travail de la fonction publique: Conseils relatifs à la prévention des maladies transmissibles,581,Requests from OGD clients for short-term travel related communicable disease and immunization consultations are responded to within two (2) working days.,"Demandes des clients d’autres ministères  pour les maladies transmissibles liées au voyage de courte durée, vaccinations et les réponses aux  consultations sont données dans le délai de 2 jours ouvrables.",,,time,percentage,90,610,718,85.0,,fax,,,,,,,Health Canada,Santé Canada
2019-2020,732,Public Service Occupational Health Program: Communicable Disease Prevention and Advice,Programme de santé au travail de la fonction publique: Conseils relatifs à la prévention des maladies transmissibles,579,Requests from OGD clients for short-term travel related communicable disease and immunization consultations are responded to within two (2) working days.,"Demandes des clients d’autres ministères  pour les maladies transmissibles liées au voyage de courte durée, vaccinations et les réponses aux  consultations sont données dans le délai de 2 jours ouvrables.",,,time,percentage,80,0,0,ND,,onl,,,Health Canada is one of the main departments leading the response to the Covid19 pandemic. Due to competing priorities we are not able to provide complete information at this time.,"Santé Canada est l'un des principaux ministères qui dirigent la réponse à la pandémie de Covid19. En raison de priorités concurrentes, nous ne sommes pas en mesure de fournir à l'heure actuelle des informations complètes.",,,Health Canada,Santé Canada
