fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2016-2017,133,AgriInvest,Agri-investissement,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,prior,"Provides matching contributions to producers who make annual deposits to an AgriInvest account, to help manage income declines or make investments to mitigate risks or improve market income.","Offre des contributions de contrepartie aux producteurs qui font des dépôts annuels dans un compte Agri-investissement, afin de gérer les baisses de revenus ou de faire des investissements dans le but d'atténuer les risques ou d'améliorer les revenus tirés du marché.",,,AgriInvest,Agri-investissement,NA,econom,NA,N,Y,NA,ND,108429,0,0,0,15277,0,Y,Y,Y,Y,Y,Y,,,
2017-2018,133,AgriInvest,Agri-investissement,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,prior,"Provides matching contributions to producers who make annual deposits to an AgriInvest account, to help manage income declines or make investments to mitigate risks or improve market income.","Offre des contributions de contrepartie aux producteurs qui font des dépôts annuels dans un compte Agri-investissement, afin de gérer les baisses de revenus ou de faire des investissements dans le but d'atténuer les risques ou d'améliorer les revenus tirés du marché.",http://www.agr.gc.ca/eng/?id=1291828779399,http://www.agr.gc.ca/fra/?id=1291828779399,AgriInvest,Agri-investissement,NA,econom,NA,N,Y,Y,ND,109772,2639,0,0,0,14043,Y,Y,Y,Y,Y,Y,onl,"

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service.",
2016-2017,134,AgriStability,Agri-stabilité,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,prior,Provides income support to producers who experience a large margin decline.,Offre un soutien du revenu aux producteurs qui subissent une baisse importante de leur marge.,,,AgriStability,Agri-stabilité,NA,econom,NA,N,Y,NA,ND,2223,0,0,0,4570,0,N,N,Y,N,Y,N,,,
2017-2018,134,AgriStability,Agri-stabilité,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,prior,Provides income support to producers who experience a large margin decline.,Offre un soutien du revenu aux producteurs qui subissent une baisse importante de leur marge.,http://www.agr.gc.ca/eng/?id=1291990433266,http://www.agr.gc.ca/fra/?id=1291990433266,AgriStability,Agri-stabilité,NA,econom,NA,N,Y,Y,ND,2852,32969,0,0,0,3857,Y,NA,Y,Y,Y,Y,onl,"
The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service.",
2016-2017,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,adv,prior,"Provides information on market structure and performance, forecasts, market reports, policy backgrounders, and analysis of various agricutlure products","Offre des renseignements sur la structure et le rendement du marché, des prévisions, des rapports sur les marchés, des documents d'information sur les politiques et des analyses de différents produits agricoles.",,,Market Information and Analysis,Renseignements sur les marchés et analyses,NA,econom,NA,N,N,NA,ND,2945,0,1700,0,0,0,NA,NA,Y,Y,Y,Y,,,
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,adv,prior,"Provides information on market structure and performance, forecasts, market reports, policy backgrounders, and analysis of various agricutlure products","Offre des renseignements sur la structure et le rendement du marché, des prévisions, des rapports sur les marchés, des documents d'information sur les politiques et des analyses de différents produits agricoles.","http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/horticulture/horticulture-sector-reports/?id=1368482338314

http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/poultry-and-eggs/poultry-and-egg-market-information/?id=1384971854388

http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/red-meat-and-livestock/service-standards-for-red-meat-and-livestock-reports/?id=1480968240072","http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/horticulture/horticulture-sector-reports/?id=1368482338314

http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/volaille-et-ufs/information-sur-le-marche-de-la-volaille-et-des-oeufs-industrie-canadienne/?id=1384971854388

http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/viande-rouge-et-betail/normes-de-service-relatives-aux-rapports-sur-les-animaux-a-viande-rouge-et-le-betail/?id=1480968240072",Market Information and Analysis,Renseignements sur les marchés et analyses,NA,econom,NA,N,NA,NA,ND,0,4810,965,0,0,2270,NA,NA,Y,Y,Y,Y,onl,"The use of""NA"" in the CRA Business Number column is an indication that this service is not delivered to a business

The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2017-2018,140,AgriRisk,Agri-risques,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,"Provides support for research and development, implementation and administration of new risk management tools for use in the agriculture sector.","Offre des renseignements sur la structure et le rendement du marché, des prévisions, des rapports sur les marchés, des documents d'information sur les politiques et des analyses de différents produits agricoles.",http://www.agr.gc.ca/eng/programs-and-services/agririsk-initiatives-administrative-capacity-building-stream/?id=1530816648717,http://www.agr.gc.ca/fra/programmes-et-services/initiatives-agri-risques-volet-de-renforcement-des-capacites-administratives/?id=1530816648717,AgriRisk Initiatives,Initiatives Agri-risques,NA,NGO,NA,N,NA,NA,ND,45,0,2,0,0,0,Y,NA,Y,Y,Y,Y,onl,"The use of""NA"" in the CRA Business Number column is an indication that this service is not delivered to a business

The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2016-2017,140,AgriRisk,Agri-risques,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,"Provides support for research and development, implementation and administration of new risk management tools for use in the agriculture sector.","Offre une aide à la recherche et développement, à la mise en œuvre et à l'administration de nouveaux outils de gestion des risques qui seront utilisés dans le secteur agricole.",,,AgriRisk Initiatives,Initiatives Agri-risques,NA,NGO,NA,N,NA,NA,ND,31,0,0,0,0,0,Y,Y,Y,Y,Y,N,,,
2016-2017,aafc-aac - 10,Career Focus Program,Programme Objectif carrière,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,Provides funding to organizations for the creation of agricultural internships that provide young Canadians with meaningful career-related work experiences.,Offre du financement aux organisations pour la création de stages en agriculture qui permettent aux jeunes Canadiens d'acquérir des expériences professionnelles utiles.,,,Career Focus Program,Programme Objectif carrière,NA,econom,NA,N,N,NA,ND,89,0,0,0,0,0,NA,NA,Y,Y,N,N,,,
2017-2018,aafc-aac - 10,Career Focus Program,Programme Objectif carrière,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,Provides funding to organizations for the creation of agricultural internships that provide young Canadians with meaningful career-related work experiences.,Offre du financement aux organisations pour la création de stages en agriculture qui permettent aux jeunes Canadiens d'acquérir des expériences professionnelles utiles.,http://www.agr.gc.ca/eng/programs-and-services/career-focus-program/?id=1507746193436,http://www.agr.gc.ca/fra/programmes-et-services/programme-objectif-carriere/?id=1507746193436,Career Focus Program,Programme Objectif carrière,NA,econom,NA,N,Y,NA,ND,160,6008,83,0,0,7,NA,NA,Y,Y,N,Y,onl,"The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2016-2017,144,AgriCompetitiveness Program Fostering Business Development,"Programme Agri-compétitivité, volet Favoriser le développement des entreprises",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,"Provides support to national not-for-profit organizations to undertake activities that support agri-businesses to transition, adapt and improve their profitability and resilience by nurturing entrepreneurial capacity.","Offre de l'aide aux organisations nationales sans but lucratif pour réaliser des activités permettant aux entreprises agricoles d'effectuer la transition, de s'adapter et d'améliorer leur rentabilité et leur résilience en développant la capacité entrepreneuriale.",,,AgriCompetitiveness,Agri-compétitivité,NA,econom,NA,N,N,NA,ND,1,0,0,0,0,0,NA,NA,Y,Y,N,N,,,
2017-2018,144,"AgriCompetitiveness

Formerly
AgriCompetitiveness Program 
Fostering Business Development",Programme Agri-compétitivité,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,"Provides support to national not-for-profit organizations to undertake activities that support agri-businesses to transition, adapt and improve their profitability and resilience by nurturing entrepreneurial capacity.","Offre de l'aide aux organisations nationales sans but lucratif pour réaliser des activités permettant aux entreprises agricoles d'effectuer la transition, de s'adapter et d'améliorer leur rentabilité et leur résilience en développant la capacité entrepreneuriale.",http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/?id=1517335776475,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/?id=1517335776475,AgriCompetitiveness,Agri-compétitivité,NA,econom,NA,N,Y,NA,ND,8,1531,0,0,0,1,NA,NA,Y,Y,N,Y,onl,"The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2016-2017,145,Agricultural Youth Green Jobs Initiative,Initiative de stage en agroenvironnement,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,Help fund internships for post-secondary graduates working in the agriculture industry,Aide à financer des stages à l'intention des détenteurs d'un diplôme d'études postsecondaires qui travaillent dans le secteur agricole.,,,Career Focus Program (AYGJI is an initiaitve under te borader YES Career Focus program),Programme Objectif carrière (initiative de stage en agroenvironnement de la SEJ - Objectif carrière),NA,econom,NA,N,N,NA,ND,202,0,0,0,0,0,NA,NA,Y,Y,N,N,,,
2017-2018,145,Agricultural Youth Green Jobs Initiative,Initiative de stage en agroenvironnement,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,Help fund internships for post-secondary graduates working in the agriculture industry,Aide à financer des stages à l'intention des détenteurs d'un diplôme d'études postsecondaires qui travaillent dans le secteur agricole.,"http://www.agr.gc.ca/eng/programs-and-services/agricultural-youth-green-jobs-initiative/green-farms-stream-step-1-what-this-program-offers/?id=1459879871410

http://www.agr.gc.ca/eng/programs-and-services/agricultural-youth-green-jobs-initiative/green-internships-stream-step-1-what-this-program-offers/?id=1459887524516","http://www.agr.gc.ca/fra/programmes-et-services/initiative-de-stage-en-agroenvironnement/volet-a-la-ferme-etape-1-ce-qu-offre-ce-programme/?id=1459879871410

http://www.agr.gc.ca/fra/programmes-et-services/initiative-de-stage-en-agroenvironnement/volet-organisations-etape-1-ce-qu-offre-ce-programme/?id=1459887524516",Career Focus Program (AYGJI is an initiaitve under te borader YES Career Focus program),Programme Objectif carrière (initiative de stage en agroenvironnement de la SEJ - Objectif carrière),NA,econom,NA,N,Y,NA,ND,267,7566,400,0,0,29,NA,NA,Y,Y,N,Y,onl,"The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2017-2018,146,"Canadian Agricultural Adaptation Program 
(2014-2019)","Programme canadien d'adaptation agricole
(2014-2019)",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,"Provides support to the agriculture, agri-food, and agri-based products sector to seize opportunities, respond to new and/or emerging issues, and pathfind and/or pilot solutions to new and ongoing issues to adapt and remain competitive.","Aide le secteur de l'agriculture, de l'agroalimentaire et des produits agroindustriels à saisir les débouchés, à réagir aux enjeux nouveaux et émergents et à trouver et à tester des solutions aux problèmes nouveaux et courants afin de s'adapter et de demeurer concurrentiel.",http://www.agr.gc.ca/eng/programs-and-services/canadian-agricultural-adaptation-program-2014-2019/?id=1396016168338,http://www.agr.gc.ca/fra/programmes-et-services/programme-canadien-d-adaptation-agricole-2014-2019/?id=1396016168338,Canadian Agricultural Adaptation Program,Programme canadien d'adaptation agricole,NA,NGO,NA,N,Y,NA,ND,2,4545,24,0,0,74,NA,NA,Y,Y,N,Y,onl,"The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2016-2017,146,Canadian Agricultural Adaptation Program (2014-2019),"Programme canadien d'adaptation agricole
(2014-2019)",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,"Provides support to the agriculture, agri-food, and agri-based products sector to seize opportunities, respond to new and/or emerging issues, and pathfind and/or pilot solutions to new and ongoing issues to adapt and remain competitive.","Aide le secteur de l'agriculture, de l'agroalimentaire et des produits agroindustriels à saisir les débouchés, à réagir aux enjeux nouveaux et émergents et à trouver et à tester des solutions aux problèmes nouveaux et courants afin de s'adapter et de demeurer concurrentiel.",,,Canadian Agricultural Adaptation Program,Programme canadien d'adaptation agricole,NA,NGO,NA,N,NA,NA,ND,15,0,0,0,0,0,NA,NA,Y,Y,N,N,,,
2016-2017,147,Agricultural Greenhouse Gas Program,Programme de lutte contre les gaz à effet de serre en agriculture,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,Helps producers find ways to mitigate greenhouse gas (GHG) emissions from their farming operations,Aide les producteurs à trouver des moyens d'atténuer les émissions de gaz à effet de serre (GES) liées à leurs activités agricoles.,,,Agricultural Greenhouse Gases,Programme de lutte contre les gaz à effet de serre en agriculture,NA,NGO,NA,N,NA,NA,ND,45,0,0,0,0,0,NA,NA,Y,Y,N,N,,,
2017-2018,147,Agricultural Greenhouse Gas Program,Programme de lutte contre les gaz à effet de serre en agriculture,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,res,non,Helps producers find ways to mitigate greenhouse gas (GHG) emissions from their farming operations,Aide les producteurs à trouver des moyens d'atténuer les émissions de gaz à effet de serre (GES) liées à leurs activités agricoles.,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-step-1-what-this-program-offers/?id=1461247059955,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-etape-1-ce-qu-offre-ce-programme/?id=1461247059955,Agricultural Greenhouse Gases,Programme de lutte contre les gaz à effet de serre en agriculture,NA,NGO,NA,N,NA,NA,ND,0,3964,0,0,0,45,NA,NA,Y,Y,N,Y,onl,"The use of""NA"" in the CRA Business Number column is an indication that this service is not delivered to a business

The use of""NA"" in the  SIN column is an indication that this service doe not use the SIN to delivered the service

The use of ""NA"" in the Volumes per Channels columns is an indication that this specific channel is not offered for that program/service. 

The use of ""NA"" in the e-enabled service column is an indication that this interaction point does not apply to this service.",
2016-2017,148,Market Access Single Window - International Trade Shows,Guichet unique pour l'accès aux marchés - Salons commerciaux internationaux,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,extern,adv,non,"Provides support to enable Canada's presence at international food, fish and seafood shows.","Offre de l'aide pour faciliter la présence du Canada dans les salons internationaux axés sur les aliments, le poisson et les fruits de mer.",,,International Trade Shows,Salons commerciaux internationaux,NA,econom,NA,N,N,NA,ND,320,0,40,0,0,0,Y,Y,Y,Y,Y,Y,,,
