fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2017-2018,137,AgriMarketing Program Market Development,"Programme Agri-marketing, volet Développement des marchés",739,Send you an email acknowledging receipt of your application within 1 business day,D'accuser réception de votre demande dans un délai d'un jour ouvrable,http://www.agr.gc.ca/eng/programs-and-services/agrimarketing-program-national-industry-association-component/step-4-after-you-apply/?id=1515092708579,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-marketing-volet-associations-nationales-de-l-industrie/etape-4-apres-avoir-presente-votre-demande/?id=1515092708579,time,percentage,80,4,4,100,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agrimarketing-program-national-industry-association-component/step-3-how-to-apply/?id=1515092640615,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-marketing-volet-associations-nationales-de-l-industrie/etape-3-comment-presenter-une-demande/?id=1515092640615,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,137,AgriMarketing Program Market Development,"Programme Agri-marketing, volet Développement des marchés",346,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Expédier un paiement dans les 30 jours ouvrables suivant la réception d’une demande de règlement dûment remplie et justifiée. Cette mesure s’applique uniquement si une entente est signée,http://www.agr.gc.ca/eng/programs-and-services/agrimarketing-program-national-industry-association-component/step-4-after-you-apply/?id=1515092708579,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-marketing-volet-associations-nationales-de-l-industrie/etape-4-apres-avoir-presente-votre-demande/?id=1515092708579,time,percentage,80,111,124,89.51612903225806,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agrimarketing-program-national-industry-association-component/step-3-how-to-apply/?id=1515092640615,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-marketing-volet-associations-nationales-de-l-industrie/etape-3-comment-presenter-une-demande/?id=1515092640615,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,138,AgriInnovation Program Industry-led Research and Development (Stream B),"Programme Agri-innovation, Activités de recherche et développement dirigées par l'industrie (volet B)",341,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Expédier un paiement dans les 30 jours ouvrables suivant la réception d’une demande de règlement dûment remplie et justifiée. Cette mesure s’applique uniquement si une entente est signée,"http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-clusters/step-4-after-you-apply/?id=1511186588663

http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-4-after-you-apply/?id=1516993304377","http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-grappes/etape-4-apres-avoir-presente-votre-demande/?id=1511186588663

http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-4-apres-avoir-presente-votre-demande/?id=1516993304377",time,percentage,80,194,213,91.07981220657277,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-3-how-to-apply/?id=1516993224729,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-3-comment-presenter-une-demande/?id=1516993224729,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,138,AgriInnovation Program Industry-led Research and Development (Stream B),"Programme Agri-innovation, Activités de recherche et développement dirigées par l'industrie (volet B)",743,Notify you in writing of final approval or rejection within 100 business days of the application being deemed complete,D’évaluer votre demande et de vous envoyer une lettre d’approbation ou de rejet dans un délai de 100 jours ouvrables à compter de la date de réception de votre demande complète,"http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-clusters/step-4-after-you-apply/?id=1511186588663

http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-4-after-you-apply/?id=1516993304377","http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-grappes/etape-4-apres-avoir-presente-votre-demande/?id=1511186588663

http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-4-apres-avoir-presente-votre-demande/?id=1516993304377",acces,percentage,80,13,13,100,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-3-how-to-apply/?id=1516993224729,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-3-comment-presenter-une-demande/?id=1516993224729,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,138,AgriInnovation Program Industry-led Research and Development (Stream B),"Programme Agri-innovation, Activités de recherche et développement dirigées par l'industrie (volet B)",742,Send you an email acknowledging receipt of your application within 1 business day,D’accuser réception de votre demande dans un délai d’un jour ouvrable,"http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-clusters/step-4-after-you-apply/?id=1511186588663

http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-4-after-you-apply/?id=1516993304377","http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-grappes/etape-4-apres-avoir-presente-votre-demande/?id=1511186588663

http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-4-apres-avoir-presente-votre-demande/?id=1516993304377",time,percentage,80,11,11,100,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-3-how-to-apply/?id=1516993224729,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-3-comment-presenter-une-demande/?id=1516993224729,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,138,AgriInnovation Program Industry-led Research and Development (Stream B),"Programme Agri-innovation, Activités de recherche et développement dirigées par l'industrie (volet B)",AAFC-004-01,Respond to general inquiries made to our phone number or email address before the end of the next business day,De répondre aux demandes de renseignements générales que nous recevons par téléphone ou par courriel avant la fin du jour ouvrable suivant,"http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-clusters/step-4-after-you-apply/?id=1511186588663

http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-4-after-you-apply/?id=1516993304377","http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-grappes/etape-4-apres-avoir-presente-votre-demande/?id=1511186588663

http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-4-apres-avoir-presente-votre-demande/?id=1516993304377",time,percentage,80,279,337,82.7893175074184,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriscience-program-projects/step-3-how-to-apply/?id=1516993224729,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-science-projets/etape-3-comment-presenter-une-demande/?id=1516993224729,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,139,"AgriInnovate Program 

Formerly
AgriInnovation Program 
Enabling Commercialization and Adoption (Stream C)",Programme Agri-innover,745,Send you an email acknowledging receipt of your application within 1 business day,D'accuser réception de votre demande dans un délai d'un jour ouvrable,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-4-after-you-apply/?id=1515683224863,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande/?id=1515683224863,time,percentage,80,7,7,100,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-3-how-to-apply/?id=1515683130392,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-3-comment-presenter-une-demande/?id=1515683130392,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,139,"AgriInnovate Program 

Formerly
AgriInnovation Program 
Enabling Commercialization and Adoption (Stream C)",Programme Agri-innover,AAFC-005-01,Respond to general inquiries made to our phone number or email address before the end of the next business day,Répondre aux demandes de renseignements générales que nous recevons par téléphone ou par courriel avant la fin du jour ouvrable suivant,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-4-after-you-apply/?id=1515683224863,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande/?id=1515683224863,time,percentage,80,189,189,100,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-3-how-to-apply/?id=1515683130392,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-3-comment-presenter-une-demande/?id=1515683130392,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,139,"AgriInnovate Program 

Formerly
AgriInnovation Program 
Enabling Commercialization and Adoption (Stream C)",Programme Agri-innover,746,Notify you in writing of final approval or rejection within 100 business days of the application being deemed complete,3.d'évaluer votre demande et de vous envoyer une lettre d'approbation ou de rejet dans un délai de 100 jours ouvrables à compter de la date de réception de votre demande complète,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-4-after-you-apply/?id=1515683224863,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande/?id=1515683224863,acces,percentage,80,4,11,36.36363636363637,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-3-how-to-apply/?id=1515683130392,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-3-comment-presenter-une-demande/?id=1515683130392,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,139,"AgriInnovate Program 

Formerly
AgriInnovation Program 
Enabling Commercialization and Adoption (Stream C)",Programme Agri-innover,362,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée. Cette mesure s'applique uniquement si une entente est signée,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-4-after-you-apply/?id=1515683224863,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande/?id=1515683224863,time,percentage,80,39,40,97.5,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agriinnovate-program/step-3-how-to-apply/?id=1515683130392,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-innover/etape-3-comment-presenter-une-demande/?id=1515683130392,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,133,AgriInvest,Agri-investissement,363,Percent of applications processed to issuance of the deposit notice in 45 days or less,Traiter les demandes et communiquer les résultats aux participants dans un délai de 45 jours,http://www.agr.gc.ca/eng/?id=1291909724519,http://www.agr.gc.ca/fra/?id=1291909724519,time,percentage,80,104690,106037,98.72968869356923,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/?id=1291909724519,http://www.agr.gc.ca/fra/?id=1291909724519,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,134,AgriStability,Agri-stabilité,457,Our goal is to process 75% of completed applications within 75 days of receipt,Notre objectif est de traiter 75 % des demandes remplies dans les 75 jours suivant leur réception.,http://www.agr.gc.ca/eng/?id=1292006524995,http://www.agr.gc.ca/fra/?id=1292006524995,accur,percentage,80,4869,5905,82.45554614733277,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/?id=1292006524995,http://www.agr.gc.ca/fra/?id=1292006524995,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,405,"Horticulture Industry

Reports: Annual Update Frequency","Industrie horticole

Fréquence de la mise à jour des rapports annuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/horticulture/horticulture-sector-reports/?id=1368482338314,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/industrie-horticole/rapports-sur-l-industrie-horticole/?id=1368482338314,accur,percentage,80,6,6,100,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,404,"Red Meat & Livestock Sector

Reports: Monthly Update Frequency","Secteur des viandes rouges et bétail

Fréquence de la mise à jour des rapports mensuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/red-meat-and-livestock/service-standards-for-red-meat-and-livestock-reports/?id=1480968240072,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/viande-rouge-et-betail/normes-de-service-relatives-aux-rapports-sur-les-animaux-a-viande-rouge-et-le-betail/?id=1480968240072,accur,percentage,80,36,36,100,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,402,"Horticulture Industry

Reports: Daily Update Frequency","Industrie horticole

Fréquence de la mise à jour des rapports quotidiens",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/horticulture/horticulture-sector-reports/?id=1368482338314,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/industrie-horticole/rapports-sur-l-industrie-horticole/?id=1368482338314,accur,percentage,80,421,446,94.39461883408072,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,403,"Horticulture Industry

Reports: Weekly Update Frequency","Industrie horticole

Fréquence de la mise à jour des rapports hebdomadaires",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/horticulture/horticulture-sector-reports/?id=1368482338314,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/industrie-horticole/rapports-sur-l-industrie-horticole/?id=1368482338314,accur,percentage,80,305,378,80.68783068783068,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,413,"Red Meat & Livestock Sector

Reports: Annual Update Frequency","Secteur des viandes rouges et bétail

Fréquence de la mise à jour des rapports annuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/red-meat-and-livestock/service-standards-for-red-meat-and-livestock-reports/?id=1480968240072,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/viande-rouge-et-betail/normes-de-service-relatives-aux-rapports-sur-les-animaux-a-viande-rouge-et-le-betail/?id=1480968240072,accur,percentage,80,25,55,45.45454545454545,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2017-2018,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,412,"Horticulture Industry

Reports: Monthly Update Frequency","Industrie horticole

Fréquence de la mise à jour des rapports mensuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/horticulture/horticulture-sector-reports/?id=1368482338314,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/industrie-horticole/rapports-sur-l-industrie-horticole/?id=1368482338314,accur,percentage,80,41,46,89.13043478260869,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
