fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2018-2019,6,Service Complaints,Plaintes de service,31,Time required to process your complaint or appeal,Délais de traitement d'une plainte ou d'un appel,http://www.inspection.gc.ca/about-the-cfia/accountability/complaints-and-appeals/eng/1547179421299/1547179421595,http://www.inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/bureau-des-plaintes-et-des-appels/fra/1547179421299/1547179421595,time,percentage,98,5,5,1.0,,oth,,,,,,,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
2018-2019,1,Permission to Operate (domestically),Permission d'opérer (intérieur),32,Pre-market Application Submissions,Demandes préalables à la mise en marché,"http://inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/centre-of-administration-for-permissions/eng/1395348583779/1395348638922,http://inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/centre-of-administration-for-permissions/eng/1395348583779/1395348638922,http://inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/paso/eng/1403831598660/1403831599519","http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/bpdpm/fra/1403831598660/1403831599519",time,percentage,90,3139,4391,0.7148713277157823,,oth,,,,,,,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
2018-2019,4,Recall Notification- Food,Avis de rappel - Aliments,36,Food Recall Warnings - High Risk,Avis de rappel d'aliments – Risque élevé,http://www.inspection.gc.ca/food/archived-food-guidance/safe-food-production-systems/food-recall-and-emergency-response/eng/1300375639646/1300376138588,http://www.inspection.gc.ca/aliments/directives-archivees-sur-les-aliments/systemes-de-production-d-aliments-salubres/rappels-d-aliments-et-mesures-d-urgence/fra/1300375639646/1300376138588,time,percentage,95,125,129,0.9689922480620154,,onl,,,The publication of 4 notifications was delayed due power outage and offices closure following tornados in Ottawa in summer 2018.,"La publication de 4 avis a été retardée suite aux pannes de courant et fermetures de bureaux dûs aux tornades à Ottawa à l'été 2018, .",,,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
2018-2019,2,Permission to Import,Permission d'importer,37,Center of Administration for Permissions,Centre d'administration pour les permissions,http://inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/centre-of-administration-for-permissions/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,time,percentage,90,13725,14200,0.9665492957746479,,oth,,,,,,,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
2018-2019,21,Grants and Contribution Programs,Programmes de subventions et de contributions,41,"WD will issue a claim payment cheque within 15 business days of receiving a complete claim, including all required claim information, from the client.","DEO émettra un chèque correspondant à la demande de paiement dans les 15 jours ouvrable suivant la réception d'une demande complète du client, qui comprendra tous les renseignements requis.",https://www.wd-deo.gc.ca/eng/9677.asp,https://www.wd-deo.gc.ca/fra/9677.asp,time,percentage,95,1060,1078,0.9833024118738405,2018-2019,onl,,,,,,,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018-2019,20,High-performance Computing,Calcul de haute performance,44,"Request Fulfillment duration:
-Data routing: 10 business days
-HPC user account: 5 business days
-Update software package/library: 15 business days
-Change storage allocation: 10 business days","Délai de traitement des demandes:
-Acheminement des données: 10 jours ouvrables
-Compte d’utilisateur du CHP: 5 jours ouvrables
-Mise à jour de logiciels/de la bibliothèque: 15 jours ouvrables
-Changement de l’allocation de mémoire: 10 jours ouvrables","http://service.ssc-spc.gc.ca/en/services/dc/high-perf-comp/hpc-standards,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc-spc.gc.ca/fr/services/cd/calcul-haute-perf/chp-normes,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,80,0,2577,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,1818,Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,2106,"In alignment with the Access to Information Act (ATIA)and the Privacy Act (PA), the ATIP office responds to requests for information within 30 calendar days from the first business day on which it is received. Certain time extensions are permissable pursuant to the Acts.","Conformément à la Loi sur l'accès à l'information et la Loi sur la protection des renseignement personnels, le bureau d'AIPRP répond aux demandes d'information dans les 30 premiers jours calendrier, dès le premier jour ouvrable où l'on reçoit une demande. Une prorogation de délai est permis dans certains cas selon ces Lois.",,,time,percentage,90,90,99,0.9090909090909091,,onl,,,,,,,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs
2018-2019,22,Web Inquiries,Demandes de renseignements sur le Web,42,"WD will reply to inquiries received through the departmental website within two business days for a routine response, and five business days if a more detailed response is required.",DEO répondra aux demandes reçues sur son site Web dans les 2-jours suivant leur réception lorsqu'il s'agira de demandes routinières et 5-jours ouvrables pour une réponse plus élaborée.,https://www.wd-deo.gc.ca/eng/9677.asp,https://www.wd-deo.gc.ca/fra/9677.asp,time,percentage,0,173,182,0.9505494505494505,2018-2019,oth,"The channel for this service standard is ""Other"", because it is tracked by completion of the inquiry, and not by channel.","Le mode de prestation de cette norme de service est « Autre », parce qu’il fait l’objet d’un suivi selon l’état de la demande de renseignements, et non selon le mode de prestation.",No target is set for this service standard.,Aucune cible n’est fixée pour cette norme de service.,,,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018-2019,37,External Credential Management,Gestion des justificatifs externes,61,Request fulfillment duration: 5 federal government working days (FGWDs),Délai de traitement des demandes : 5 jours ouvrables du gouvernement fédéral,"http://service.ssc-spc.gc.ca/en/services/access/external-credential-management/admin#standards,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc-spc.gc.ca/fr/services/access/external-credential-management/admin#normes,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,95,0,7336727,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,1258,Register Trademark rights,Enregistrer les droits de marque,1169,"Scheduling of a hearing for Section 45 proceedings
Within 15 months of receipt of a client request","Planification d'une audience pour le procès de l'article 45
Dans les 15 mois suivant la réception d'une requête d'un client",http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/h_wr02948.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/h_wr02948.html,time,percentage,90,37,44,0.8409090909090909,2018-2019,oth,Standard applies to all channels,La norme s'applique à tous les modes de prestation de service,,,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2018-2019,36,myKEY,maCLÉ,58,Request fulfillment duration:  2 business days,Délai de traitement des demandes : 2 jours ouvrables,"http://service.ssc-spc.gc.ca/en/services/access/mykey/users#standards,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc-spc.gc.ca/fr/services/acces/macle/util#normes,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,99.5,0,49249,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,48,Workplace Technology Devices Provisioning,Approvisionnements des appareils technologiques en milieu de travail,89,"Request fulfillment:  
Software: 10 days
Microcomputers: 25 days
Printing Products: up to 10 days.","Délai de traitement des demandes:
Logiciels: 10 jours
Micro-ordinateurs: 25 jours
Produits d'impression: jusqu'à 10 jours.","http://service.ssc.gc.ca/en/services/hw-sw/software-provisioning/procurement#standards,http://service.ssc.gc.ca/en/services/hw-sw/printing-products/procure#standards,http://service.ssc.gc.ca/en/services/hw-sw/microcomputers/procure#standards,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc.gc.ca/fr/services/mat-log/approv-logiciels/approv#normes,http://service.ssc.gc.ca/fr/services/mat-log/produits-impression/approv#service,http://service.ssc.gc.ca/fr/services/mat-log/micro-ordinateurs/approv#service,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,90,0,12593,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,47,Classified Infrastructure,Infrastructure classifiée,86,"Request fulfillment duration:
- site survey & network design service order: up to 40 business days
- implementation service delivery interval: up to 210 business days","Délai de traitement des demandes:
 - Commande de service d’évaluation de site et de conception de réseau : 40 jours ouvrables
 - Délai d’attente pour la mise en œuvre d’un service : jusqu’à 210 jours ouvrables","http://service.ssc-spc.gc.ca/en/services/infrastructure/classified/gcsi#toc5,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc-spc.gc.ca/fr/services/infrastructure/classifiee/isgc#toc5,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,90,0,1,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,49,Web Conferencing,Cyberconférence,92,"Request fulfillment duration: 30 minutes.
Web conferencing account creation: 24 x 7 x 365","Délai de traitement des demandes : 30 minutes.
Création d’un compte de cyberconférence : 24 x 7 x 365","http://service.ssc-spc.gc.ca/en/services/communicating/web-conferencing/users#standards,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc-spc.gc.ca/fr/services/communication/cyberconference/utils#normes,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,95,0,2772,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,1258,Register Trademark rights,Enregistrer les droits de marque,2107,Issuing of a filing date (for electronic application) within 5 business days upon receipt of electronic application that meets filing requirements including fees,"Délivrance d'une date de dépôt (Pour demandes en ligne) Dans les 5 jours ouvrables suivant la réception d'une demande qui satisfait  les exigences en matière de dépôt, y compris les frais éxigés",http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/h_wr02948.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/h_wr02948.html,time,percentage,90,56737,63127,0.8987754843410902,2018-2019,onl,,,,,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2018-2019,1539,Canada Strategic Infrastructure Fund (Infrastructure Canada Program - TC manages agreements on behalf of INFC),Fonds canadien sur l'infrastructure stratégique,1640,Issue Payment - 20 business days,Issue Payment - 20 business days,,,time,percentage,0,0,0,ND,,oth,All channels,Tous les canaux,No Performance tracked by TC,Aucune performance suivie par TC,,,Transport Canada,Transports Canada
2018-2019,1588,Issuance of Kimberley Process certificates for the export of rough diamonds,Délivrance des certificats du Processus de Kimberley pour l’exportation des diamants bruts,2216,Applications are processed within 24 hours (1 business day) upon receipt of a duly completed application and supporting documentation.,Les demandes sont traitées dans les 24 heures (1 jour ouvrable) suivant la réception d’une demande dûment remplie et de la documentation à l’appui.,"https://www.nrcan.gc.ca/mining-materials/resources/kimberley-process-rough-diamonds/process-export-rough-diamonds/service-standards-high-volume-regulatory-authorizations-kimberley-process/15786,https://www.nrcan.gc.ca/mining-materials/resources/kimberley-process-rough-diamonds/process-export-rough-diamonds/service-standards-high-volume-regulatory-authorizations-kimberley-process/15786","https://www.rncan.gc.ca/mines-materiaux/ressources/le-processus-de-kimberley-pour-les-diamants-bruts/le-processus-dexportation-de-diamants-bruts/normes-de-service-pour-les-autorisations-reglementaires-volume-eleve-processus,https://www.rncan.gc.ca/mines-materiaux/ressources/le-processus-de-kimberley-pour-les-diamants-bruts/le-processus-dexportation-de-diamants-bruts/normes-de-service-pour-les-autorisations-reglementaires-volume-eleve-processus",time,percentage,95,300,300,1.0,,oth,Standard is administered by mail.,La norme est administrée par la poste.,,,,,Natural Resources Canada,Ressources naturelles Canada
2018-2019,51,Satellite,Satellite,102,Request Fulfillment duration: 30 days,Délai de traitement des demandes : 30 jours,"http://service.ssc-spc.gc.ca/en/services/infrastructure/network-infra/satellite-admin#standards,http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-reseau/satellite-admin#normes,http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",time,percentage,99,0,16,0.0,2018-2019,onl,,,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.,,,Shared Services Canada,Services partagés Canada
2018-2019,1616,Boating Safety Contribution Program,Programme de contributions pour la sécurité nautique,1681,Issue Payment - 20 business days,Versement des paiements - 20 jours ouvrables,,,time,percentage,80,10,21,0.47619047619047616,,oth,All channels,Tous les canaux,,,,,Transport Canada,Transports Canada
2018-2019,150,Market Access Single Window - Market Access Services,Guichet unique pour l'accès aux marchés - Services d'accès aux marchés,368,A receipt of acknowledgement will be sent the same business day,Vous recevrez un accusé de réception le meme jour ouvrable,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/single-window-contact-for-agri-food-trade-services/?id=1458757288711,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/guichet-unique-pour-communiquer-avec-le-service-d-exportation-agroalimentaire/?id=1458757288711,acces,percentage,80,415,429,0.9673659673659674,2016-2017,onl,,,,,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/single-window-contact-for-agri-food-trade-services/?id=1458757288711,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/guichet-unique-pour-communiquer-avec-le-service-d-exportation-agroalimentaire/?id=1458757288711,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2018-2019,810,Aboriginal Community Safety Development Contribution Program,Programme de contribution à l'amélioration de la sécurité des collectivités autochtones,541,Acknowledging the receipt of a funding request: 15 Business days,Accuser réception d'une demande de financement : 15 jours ouvrables,,,time,percentage,0,0,0,ND,,onl,,,N/A,S.O.,https://www.publicsafety.gc.ca/cnt/rsrcs/svc-stndrds-tpp/tpp01-en.aspx,https://www.securitepublique.gc.ca/cnt/rsrcs/svc-stndrds-tpp/tpp01-fr.aspx,Public Safety Canada,Sécurité publique Canada
2018-2019,817,Biology Casework Analysis Contribution Program,Programme de contribution aux analyses biologiques,601,Acknowledging the receipt of a funding request: 15 Business days,Accuser réception d'une demande de financement : 15 jours ouvrables,,,time,percentage,0,0,0,ND,,onl,,,N/A,S.O.,,,Public Safety Canada,Sécurité publique Canada
2018-2019,902,Receiver General Services – Issuing of payments,Services du receveur général ‒ Émission de paiements,693,Answer calls about Receiver General cheques within 180 seconds,Répondre en moins de 180 secondes aux appels concernant les chèques du receveur général.,,,time,percentage,80,164996,201460,0.8190012905787749,2018-2019,tel,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
